numero_boletim;data hora_boletim;data_inclusao;tipo_acidente;desc_tipo_acidente;cod_tempo;desc_tempo;cod_pavimento;pavimento;cod_regional;desc_regional;origem_boletim;local_sinalizado;velocidade_permitida;coordenada_x;coordenada_y;hora_informada;indicador_fatalidade;valor_ups;descricao_ups;data_alteracao_smsa;valor_ups_antiga;descricao_ups_antiga;ano;mes;lat;lon
1582311;02/09/2011 14:42;04/10/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;59972499.0;79115902.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582406;02/09/2011 15:36;04/10/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60137030.0;79018838.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582463;02/09/2011 15:42;04/10/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;SIM;0;60606223.0;79579708.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582466;02/09/2011 14:44;30/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60809455.0;80373825.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582705;02/09/2011 15:52;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60653990.0;80504251.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582732;02/09/2011 15:31;30/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;NI             ;NÃO INFORMADO;0;61428123.0;80573422.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1582849;02/09/2011 17:10;30/09/2011 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60901742.0;80804259.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1583318;02/09/2011 16:49;30/09/2011 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61066488.0;79757770.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1583396;02/09/2011 18:26;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60594524.0;81000011.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1583723;02/09/2011 17:40;30/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO INFORMADO;0;60325636.0;80240648.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584053;02/09/2011 18:35;04/10/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;SIM;0;60821841.0;80034370.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584099;02/09/2011 17:50;13/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61191300.0;79890174.0;SIM;SIM;13;ACIDENTE COM VÍTIMA FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584225;02/09/2011 18:55;04/10/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;NI             ;NÃO INFORMADO;0;61100961.0;80652395.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584445;02/09/2011 19:30;04/10/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61038207.0;79707210.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584508;02/09/2011 18:39;04/10/2011 00:00; H99002;OUTROS COM VITIMA                                 ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60475740.0;79529767.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584516;02/09/2011 20:07;08/09/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61565642.0;80569205.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584647;02/09/2011 20:49;04/10/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;1;ASFALTO        ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60920705.0;79721050.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584690;02/09/2011 21:26;04/10/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;NI             ;NÃO INFORMADO;0;61280843.0;80579771.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584704;02/09/2011 20:53;12/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60506871.0;80055006.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584742;02/09/2011 20:24;04/10/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61008823.0;79541258.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584762;02/09/2011 18:54;04/10/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;NI             ;SIM;0;61069838.0;79610884.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584862;02/09/2011 21:34;04/10/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;SIM;0;60553623.0;80766527.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1584950;02/09/2011 21:49;14/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60628632.0;79404575.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1585194;02/09/2011 22:16;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;19;CENTRO-SUL     ;NI             ;NÃO INFORMADO;0;61060966.0;79628744.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1585287;02/09/2011 21:49;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;20;LESTE          ;NI             ;NÃO INFORMADO;0;61494534.0;80077275.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1585324;02/09/2011 20:04;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61145667.0;80029440.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1585923;03/09/2011 03:48;14/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60787695.0;80523311.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586069;03/09/2011 05:22;03/01/2012 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60432039.0;78998093.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586280;03/09/2011 07:04;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;NI             ;NÃO INFORMADO;0;60899289.0;80379397.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586464;03/09/2011 09:12;29/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;61176905.0;80538888.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586581;03/09/2011 09:08;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;60899289.0;80379397.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586636;03/09/2011 08:31;30/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60892675.0;79757047.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586835;03/09/2011 09:38;29/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61233067.0;80355555.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1586854;03/09/2011 07:15;13/09/2011 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60838032.0;80487675.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587074;03/09/2011 10:13;05/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61113832.0;79773534.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587273;03/09/2011 11:10;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60789522.0;79705567.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587320;03/09/2011 08:54;30/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;PMMG           ;NÃO INFORMADO;0;59872279.0;79108241.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587336;03/09/2011 11:17;29/09/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61213430.0;80087033.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587369;03/09/2011 09:09;30/09/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;23;NORTE          ;NI             ;NÃO INFORMADO;0;61173182.0;80549017.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587400;03/09/2011 10:31;08/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61077963.0;79800279.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587481;03/09/2011 10:27;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60751049.0;80817294.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587531;03/09/2011 13:07;29/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;60715334.0;80857263.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587794;03/09/2011 12:26;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO;0;60818781.0;80425705.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1587966;29/08/2011 11:00;13/09/2011 00:00; H04000;QUEDA DE PESSOA DE VEICULO                        ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61092343.0;79692806.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;08;inf;inf
1588014;03/09/2011 12:38;12/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61640082.0;80672677.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588090;03/09/2011 12:59;30/09/2011 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60424444.0;79773883.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588109;03/09/2011 11:29;29/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60359171.0;79393077.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588180;03/09/2011 13:23;30/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60864062.0;79837207.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588267;03/09/2011 12:28;05/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;20;LESTE          ;PMMG           ;NÃO INFORMADO;0;61475640.0;79753434.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588294;03/09/2011 14:10;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;PMMG           ;NÃO INFORMADO;0;60573158.0;80632202.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588385;03/09/2011 14:30;29/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60535487.0;79063245.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588441;03/09/2011 14:58;29/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60867629.0;79591975.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588463;29/08/2011 17:00;13/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;60965858.0;79546804.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;08;inf;inf
1588488;03/09/2011 15:33;30/09/2011 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;NÃO;0;60567812.0;80378872.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588602;03/09/2011 14:19;29/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;PMMG           ;NÃO INFORMADO;0;60876520.0;80707082.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588729;03/09/2011 13:21;29/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60627788.0;80898289.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588785;03/09/2011 15:35;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;25;PAMPULHA       ;NI             ;SIM;0;60497484.0;80183854.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1588913;03/09/2011 15:22;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61478274.0;80641082.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589132;03/09/2011 16:49;06/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;61013799.0;79914604.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589202;03/09/2011 16:00;05/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;SIM;0;60646168.0;79589134.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589521;03/09/2011 14:48;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60353307.0;79883223.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589540;03/09/2011 18:39;05/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;61045426.0;79892158.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589545;03/09/2011 17:20;05/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;PMMG           ;NÃO INFORMADO;0;60987866.0;80106641.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589673;03/09/2011 18:04;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;26;VENDA NOVA     ;NI             ;NÃO INFORMADO;0;60666646.0;81198294.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1589846;03/09/2011 07:30;30/09/2011 00:00; H09002;COLISAO DE VEICULOS COM VITIMA                    ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;61169872.0;80126341.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1590057;03/09/2011 20:47;29/09/2011 00:00; H99002;OUTROS COM VITIMA                                 ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60586289.0;80234628.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1590378;03/09/2011 18:24;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;24;OESTE          ;PMMG           ;NÃO INFORMADO;0;60534720.0;79343905.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1590795;03/09/2011 21:40;27/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;1;BOM            ;1;ASFALTO        ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;60874946.0;79385865.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1590796;03/09/2011 21:05;05/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;23;NORTE          ;PMMG           ;NÃO INFORMADO;0;61207902.0;80470491.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1591631;03/09/2011 17:00;29/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;19;CENTRO-SUL     ;PMMG           ;NÃO INFORMADO;0;61015483.0;79726754.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1591687;04/09/2011 09:20;05/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;61057481.0;80246475.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1592078;04/09/2011 02:02;30/09/2011 00:00; H01002;ABALROAMENTO COM VITIMA                           ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;NI             ;NÃO INFORMADO;0;60248740.0;79485744.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1592104;03/09/2011 20:04;30/09/2011 00:00; H06002;ATROPELAMENTO DE PESSOA SEM VITIMA FATAL          ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;21;NORDESTE       ;NI             ;NÃO INFORMADO;0;60914207.0;79976767.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1592115;04/09/2011 05:47;06/09/2011 00:00; H02002;CAPOTAMENTO/TOMBAMENTO COM VITIMA                 ;1;BOM            ;1;ASFALTO        ;22;NOROESTE       ;PMMG           ;NÃO INFORMADO;0;60560333.0;79568842.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
1592140;04/09/2011 06:03;30/09/2011 00:00; H08002;CHOQUE MECANICO COM VITIMA                        ;0;NAO INFORMADO  ;0;NAO INFORMADO  ;18;BARREIRO       ;NI             ;NÃO INFORMADO;0;60098314.0;78774337.0;SIM;NÃO;5;ACIDENTE COM VÍTIMA NÃO FATAL;00/00/0000;0;NÃO INFORMADO;2011;09;inf;inf
